name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"New York City,USA",2013-01-01,4.2,-2.7,2.7,1.1,-10.9,-1.2,-5.4,55.5,0,0,0,,0,0,46.4,38.9,285.1,1012.3,73.2,16,26.6,2.2,1,,2013-01-01T07:20:12,2013-01-01T16:39:31,0.65,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2013-01-02,0.3,-5.4,-2.5,-3.9,-10.9,-6.9,-11.6,49.8,0,0,0,,0,0,37.1,27.7,312,1017.8,24.8,16,94.3,8.2,4,,2013-01-02T07:20:17,2013-01-02T16:40:22,0.68,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2013-01-03,0.2,-3.9,-1.7,0.2,-7.5,-5.2,-9.7,55,0,0,0,,0,0,37.1,27.7,282.1,1020.4,36.3,16,85,7.4,3,,2013-01-03T07:20:19,2013-01-03T16:41:16,0.72,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2013-01-04,3,-0.4,1.3,-1,-4.5,-2.9,-7.1,53.5,0,0,0,,0,0,47.9,29.5,262.5,1016.4,41,16,108.7,9.5,5,,2013-01-04T07:20:20,2013-01-04T16:42:10,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2013-01-05,5.9,0.3,2.7,4.3,-4.6,-0.4,-7.2,48.2,0,0,0,,0,0,41.6,23.8,286.2,1022.1,24.2,16,113.4,9.8,5,,2013-01-05T07:20:18,2013-01-05T16:43:06,0.79,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2013-01-06,7.3,1.2,4.1,5.7,-2.4,1.3,-3.4,59.2,0,0,0,,0,0,35.3,22.3,249.9,1018.3,64.8,13.8,110.1,9.6,5,,2013-01-06T07:20:14,2013-01-06T16:44:04,0.82,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2013-01-07,6.9,3.3,4.8,5.9,0.2,2.6,-4.9,50.2,0,0,0,,0,0,35.3,21.5,300.1,1024.7,13.9,16,114.1,9.9,5,,2013-01-07T07:20:07,2013-01-07T16:45:03,0.86,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2013-01-08,8.4,2.3,5.2,6.4,-1.7,2.7,-2.8,56.4,0,0,0,,0,0,37.7,15.6,234.3,1028.5,12,15,107.2,9.2,5,,2013-01-08T07:19:58,2013-01-08T16:46:03,0.89,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2013-01-09,9.3,3.6,6.8,7.8,1.8,5.3,0,61.9,0,0,0,,0,0,51,37.1,243,1025.2,46.4,12.8,68.2,5.9,3,,2013-01-09T07:19:47,2013-01-09T16:47:04,0.93,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2013-01-10,8.3,4.8,6.6,5.9,2.3,4.1,-4.7,44.7,0,0,0,,0,0,38.9,22,309.2,1030.4,13.2,16,120.3,10.5,5,,2013-01-10T07:19:34,2013-01-10T16:48:06,0.96,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2013-01-11,7.4,3.1,4.8,6.2,0.5,2.8,-0.7,69.1,12.443,100,29.17,rain,0,0,,13,70.8,1028.1,63.4,13.1,53.8,4.8,3,,2013-01-11T07:19:19,2013-01-11T16:49:10,0,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2013-01-12,7.8,6.2,6.9,7,3.8,5.6,5.9,93.8,1.767,100,20.83,rain,0,0,,12.3,41,1020.2,100,5.8,39.9,3.4,2,,2013-01-12T07:19:01,2013-01-12T16:50:15,0.03,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,rain,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2013-01-13,9.8,6,7.7,9.8,4.8,6.8,6.6,93.2,0,0,0,,0,0,,13.4,159.7,1019.1,100,6.2,43.1,3.8,2,,2013-01-13T07:18:41,2013-01-13T16:51:20,0.06,Overcast,Cloudy skies throughout the day.,cloudy,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2013-01-14,16.3,3.8,10.6,16.3,0.8,9.9,5.9,75,1.626,100,8.33,rain,0,0,30.8,20,331.2,1019.2,92.9,10.3,66.5,5.7,4,,2013-01-14T07:18:19,2013-01-14T16:52:26,0.09,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2013-01-15,3.3,1.9,2.8,1.7,-2.1,-0.2,-3,66.2,3.005,100,25,"rain,snow",0,0,,18,21.5,1025.4,99.8,15.6,19.9,1.7,1,,2013-01-15T07:17:54,2013-01-15T16:53:34,0.13,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow.,rain,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2013-01-16,3,0.1,1.3,1.2,-4.3,-1.2,-0.3,89.4,17.983,100,58.33,"rain,snow",0,0,27.7,20.8,18.7,1015.8,93.4,9,51.7,4.5,2,,2013-01-16T07:17:28,2013-01-16T16:54:42,0.16,"Snow, Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,rain,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2013-01-17,6,2.3,4.3,5.8,-1,1.7,-3,59.9,0,0,0,,0,0,31,16.9,306.2,1016.2,49.6,15.9,74.2,6.4,3,,2013-01-17T07:16:59,2013-01-17T16:55:51,0.19,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2013-01-18,2,-3.8,-1.7,-1.2,-9,-6,-12.6,44.4,0,0,0,,0,0,35.6,20.5,328.2,1026.7,50.2,15.9,110.1,9.7,4,,2013-01-18T07:16:28,2013-01-18T16:57:00,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2013-01-19,10.9,-1,4.6,10.9,-6.7,1.2,-6.2,46.4,0,0,0,,0,0,46.4,27.7,228.4,1022.2,21.2,16,129.8,11.3,5,,2013-01-19T07:15:56,2013-01-19T16:58:11,0.26,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2013-01-20,11.9,-0.4,6.6,11.9,-5.5,3.8,-6.1,41.9,0,0,0,,0,0,60.7,32.5,263.3,1009.8,10.5,16,129.4,11.3,5,,2013-01-20T07:15:21,2013-01-20T16:59:21,0.29,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2013-01-21,-0.2,-2.9,-1.6,-0.2,-8.2,-4.9,-12.2,44.5,0,0,0,,0,0,34.3,25.9,290.9,1015.5,66,16,76.4,6.7,4,,2013-01-21T07:14:44,2013-01-21T17:00:33,0.32,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2013-01-22,-2,-9.7,-6.4,-6.6,-18.1,-13.4,-16.9,43.9,0,0,0,,0,0,49.5,29.5,297.6,1016.3,38.8,15.8,82.1,7.2,4,,2013-01-22T07:14:04,2013-01-22T17:01:45,0.35,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2013-01-23,-7,-11.7,-9.5,-12.6,-19.3,-16.3,-20.3,41.6,0,0,0,,0,0,42.5,22.9,296.9,1022.7,30.2,16,78.6,6.8,3,,2013-01-23T07:13:23,2013-01-23T17:02:57,0.39,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2013-01-24,-5.4,-10.6,-8,-11.7,-15.9,-14.1,-18.4,44.2,0,0,0,,0,0,52.3,32.7,315.7,1024,26,16,106.3,9.2,5,,2013-01-24T07:12:40,2013-01-24T17:04:09,0.42,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2013-01-25,-4.8,-10.4,-7.9,-6.7,-18.5,-13,-15.4,56.4,1.682,100,16.67,snow,0.6,0.2,45.3,22.4,289.6,1025.6,45.8,13.7,67.1,5.7,3,,2013-01-25T07:11:55,2013-01-25T17:05:23,0.45,"Snow, Partially cloudy",Becoming cloudy in the afternoon with late afternoon snow.,snow,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2013-01-26,-2.8,-8.9,-6.3,-7.6,-15.3,-12.1,-13.5,58,0,0,0,,0.4,0.7,44.6,27.7,317.9,1021.2,15.3,16,132.4,11.4,5,,2013-01-26T07:11:08,2013-01-26T17:06:36,0.5,Clear,Clear conditions throughout the day.,snow,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2013-01-27,0.9,-6.8,-3.1,-2.4,-13.4,-7.5,-13,47.9,0,0,0,,0,0.4,37.1,18.9,298.4,1031.3,6.5,16,142.7,12.2,6,,2013-01-27T07:10:20,2013-01-27T17:07:49,0.52,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2013-01-28,1.9,-1.6,0.3,-0.8,-5.4,-2.3,-5.1,69.7,5.735,100,33.33,"rain,snow",0,0.3,33.5,16.1,223.7,1024.8,84.3,9.9,43.3,3.8,2,,2013-01-28T07:09:29,2013-01-28T17:09:03,0.55,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,rain,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2013-01-29,8.4,2.3,5.1,6.9,-0.9,3.1,2.4,83.1,1.915,100,12.5,rain,0,0,27.7,15.1,62.4,1018.7,96.1,8.2,94.1,8.1,4,,2013-01-29T07:08:37,2013-01-29T17:10:17,0.59,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2013-01-30,13.5,3.6,8.7,13.5,1.4,8,7.2,90.7,0.82,100,20.83,rain,0,0,42.5,23.3,141.7,1008.1,95.4,6.8,101.4,8.8,5,,2013-01-30T07:07:42,2013-01-30T17:11:31,0.62,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2013-01-31,15.3,-1,7.6,15.3,-7.5,4.3,-1.3,56.8,23.098,100,37.5,rain,0,0,73.1,51.8,257.6,995.8,56.5,13.7,145.5,12.6,6,,2013-01-31T07:06:46,2013-01-31T17:12:46,0.66,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2013-02-01,-1,-4.1,-2,-1.7,-11,-7.5,-12.6,44.6,0,0,0,,0,0,56.2,33.5,287.2,1013.5,50.4,16,50.3,4.3,2,,2013-02-01T07:05:48,2013-02-01T17:14:00,0.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2013-02-02,-1.9,-7,-4.2,-5.2,-12.9,-9,-13.7,49.1,0.163,100,4.17,snow,0.2,0,38.9,22.3,258.2,1022.3,54.6,14.6,130.4,11.1,6,,2013-02-02T07:04:49,2013-02-02T17:15:14,0.73,"Snow, Partially cloudy",Becoming cloudy in the afternoon with late afternoon snow.,snow,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2013-02-03,-1,-4,-2.8,-1.7,-8.1,-5.1,-7.7,69.3,0.79,100,16.67,snow,0.2,0.1,,13,341.5,1012.2,73,13.1,57.8,5,3,,2013-02-03T07:03:48,2013-02-03T17:16:29,0.75,"Snow, Partially cloudy",Partly cloudy throughout the day with early morning snow.,snow,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2013-02-04,-1.6,-4.7,-2.6,-1.8,-11.6,-7.8,-12.6,47,0,0,0,,0,0,49.8,27.7,276.4,1013,42.1,15.8,130.3,11.3,6,,2013-02-04T07:02:45,2013-02-04T17:17:43,0.8,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2013-02-05,-0.2,-2.1,-1.4,-1.9,-6.1,-4.7,-4.8,78.4,0.6,100,12.5,"rain,snow",0,0,27.7,16.8,52.4,1013.6,100,9.5,73.8,6.2,4,,2013-02-05T07:01:41,2013-02-05T17:18:57,0.84,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow.,snow,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2013-02-06,3.9,-1.1,0.8,2.2,-4.7,-2.1,-6.7,60.9,0,0,0,,0,0,42.5,22.3,310.2,1019.1,51.5,12.1,149.7,12.8,6,,2013-02-06T07:00:35,2013-02-06T17:20:12,0.87,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2013-02-07,-0.2,-3.1,-1.6,-2.9,-7.1,-5.3,-13.4,40.9,0,0,0,,0,0,25.9,16.1,54.1,1030.4,35.5,16,58.8,5,3,,2013-02-07T06:59:28,2013-02-07T17:21:26,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2013-02-08,1.3,-1.9,0.3,-3.1,-7.3,-5.3,-2.4,82.9,23.185,100,70.83,"rain,snow",4.2,1.4,59,37.7,55,1014.2,100,7,17.2,1.3,1,,2013-02-08T06:58:19,2013-02-08T17:22:40,0.94,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow.,snow,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2013-02-09,0.3,-5.4,-2.2,-5.2,-10.6,-7.8,-8.8,63.7,11.423,100,20.83,snow,5.2,7.7,47.8,35.3,320,1015.6,42.6,9.5,154.9,13.5,6,,2013-02-09T06:57:08,2013-02-09T17:23:53,0.98,"Snow, Partially cloudy",Clearing in the afternoon with early morning snow.,snow,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2013-02-10,1.9,-7.7,-2.8,1.9,-13.2,-5.2,-11.8,50.9,0,0,0,,0,7.2,31.3,18.1,309.5,1029.2,12.5,16,170.2,14.7,6,,2013-02-10T06:55:57,2013-02-10T17:25:07,0,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2013-02-11,6.7,1,4.6,6.7,-1.9,3.3,2.4,86.4,12.733,100,41.67,rain,0,5.2,,11.2,236.6,1014.3,89.3,7,20.2,1.8,1,,2013-02-11T06:54:43,2013-02-11T17:26:21,0.05,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2013-02-12,6.6,3.2,5.2,4.7,0,1.8,-3.7,53.5,0,0,0,,0,2.5,47.2,31.5,278,1010.6,58.2,15.9,165.8,14.3,6,,2013-02-12T06:53:29,2013-02-12T17:27:34,0.08,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2013-02-13,6.6,0.9,3.4,5.6,-1.9,1.9,-4.9,55.3,0,0,0,,0,0.6,,10.8,1.8,1010,37.3,15.7,164.7,14.2,6,,2013-02-13T06:52:13,2013-02-13T17:28:47,0.11,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2013-02-14,7.9,1,3.7,6.6,-3.5,1.8,-2.7,65.4,0.736,100,8.33,"rain,snow",0,0.2,,17,302,1012.2,28,14.4,169.1,14.5,6,,2013-02-14T06:50:56,2013-02-14T17:30:00,0.14,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with early morning snow or rain.,rain,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2013-02-15,11.6,3.1,6.5,11.6,-0.4,4.7,-0.5,61.7,0,0,0,,0,0.1,29.5,16.9,218.9,1014.7,29.1,13.3,170.9,14.8,6,,2013-02-15T06:49:38,2013-02-15T17:31:12,0.17,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2013-02-16,5.2,0,2.1,1,-5.2,-1.6,-3.9,65.8,0.527,100,8.33,"rain,snow",0,0,42.5,23.4,7.2,1012.2,98.5,15.6,75.5,6.5,3,,2013-02-16T06:48:19,2013-02-16T17:32:24,0.21,"Snow, Rain, Overcast",Cloudy skies throughout the day with early morning snow or rain.,rain,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2013-02-17,-0.7,-7.7,-2.8,-6,-16.1,-9.6,-15.3,38.2,0,0,0,,0.2,0.1,65.6,38.9,321.9,1007.4,54.3,16,153,13.5,7,,2013-02-17T06:46:58,2013-02-17T17:33:36,0.25,Partially cloudy,Partly cloudy throughout the day.,snow,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2013-02-18,1.3,-7.9,-3.3,-1.6,-16.5,-8.9,-15.7,38.8,0,0,0,,0,0,51.6,31.5,288.1,1021.2,6.6,16,189,16.2,7,,2013-02-18T06:45:36,2013-02-18T17:34:48,0.27,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2013-02-19,8.4,1,4.8,6.6,-2.7,2.2,-2.8,60.1,4.082,100,33.33,rain,0,0,48.2,20.9,211.6,1013.5,55.9,15,100.9,8.7,6,,2013-02-19T06:44:13,2013-02-19T17:35:59,0.3,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2013-02-20,3.4,-3.1,-0.4,-1.1,-10.5,-6.2,-11,45.2,0,0,0,,0,0,51.4,31.2,288.9,1010.3,48.3,16,156.7,13.5,7,,2013-02-20T06:42:50,2013-02-20T17:37:11,0.33,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2013-02-21,1,-3.9,-2.2,-4.2,-11.7,-8,-12,47.1,0,0,0,,0,0,52.7,31.7,303.3,1017.6,38.7,16,188.2,16.3,7,,2013-02-21T06:41:25,2013-02-21T17:38:21,0.37,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2013-02-22,2.9,-3.7,-0.1,1,-9.3,-3.9,-6.7,61.5,0,0,0,,0,0,31.3,17.4,52.9,1027.1,41.5,16,105.8,9,5,,2013-02-22T06:39:59,2013-02-22T17:39:32,0.4,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2013-02-23,5.1,2,3,1.9,-3.3,-0.5,1.5,90.1,6.433,100,41.67,rain,0,0,43.8,25.1,73.4,1017.8,100,8,25.9,2.3,1,,2013-02-23T06:38:32,2013-02-23T17:40:42,0.43,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2013-02-24,7.8,1.2,4,6.2,-3.4,0.6,-1,72,0.507,100,16.67,rain,0,0,48.2,29.5,325.3,1009.3,88.7,14.1,155.3,13.4,7,,2013-02-24T06:37:04,2013-02-24T17:41:52,0.46,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2013-02-25,6.7,0.2,3.7,6,-4.4,1.4,-4.6,55.1,0,0,0,,0,0,,22.3,325.5,1019.7,49.6,16,186.1,16.1,7,,2013-02-25T06:35:36,2013-02-25T17:43:02,0.5,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2013-02-26,6.2,1.8,3.8,4.1,-3.1,0.7,-1.4,69.5,2.187,100,8.33,rain,0,0,37.1,23.8,76.8,1022.4,62.5,14.7,98.1,8.6,4,,2013-02-26T06:34:07,2013-02-26T17:44:11,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2013-02-27,8.3,2,5.2,7.4,-3.5,1.5,2.8,85.8,37.716,100,58.33,rain,0,0,58.6,33.9,58.3,1003.6,90.4,7.8,144.1,12.3,6,,2013-02-27T06:32:36,2013-02-27T17:45:20,0.57,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2013-02-28,9.1,4.3,7.1,9,1.1,5.7,-0.1,61,0,0,0,,0,0,28.2,15.1,292.6,1001.9,92.4,15.8,107.8,9.3,6,,2013-02-28T06:31:05,2013-02-28T17:46:28,0.6,Overcast,Cloudy skies throughout the day.,cloudy,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2013-03-01,6.8,2.3,4.2,5.6,-0.6,1.5,-2.8,61.3,0,0,0,,0,0,40.7,20.9,318.9,1005.1,64.9,16,183.1,15.8,7,,2013-03-01T06:29:34,2013-03-01T17:47:37,0.64,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2013-03-02,3.9,-0.7,2,1.4,-5.8,-1.8,-5.2,59.3,0,0,0,,0,0,37.1,25.9,311.1,1007.2,95.7,15.1,169.4,14.7,6,,2013-03-02T06:28:01,2013-03-02T17:48:45,0.67,Overcast,Cloudy skies throughout the day.,cloudy,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2013-03-03,4,-1.7,0.3,1,-7.2,-4.1,-8.1,54.3,0,0,0,,0,0,38.9,20.5,311.3,1006.3,75.5,15.4,159,13.7,6,,2013-03-03T06:26:28,2013-03-03T17:49:53,0.71,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2013-03-04,4.1,-2.7,0.7,0.2,-8.3,-4.3,-8.2,51.6,0,0,0,,0,0,49,27.7,307.2,1009.1,32.3,16,209.1,18.1,7,,2013-03-04T06:24:55,2013-03-04T17:51:00,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2013-03-05,8.8,-0.4,4.1,6.6,-5.3,1,-5.7,49.8,0,0,0,,0,0,41.1,21,346,1014.9,17.5,16,217,18.9,7,,2013-03-05T06:23:20,2013-03-05T17:52:07,0.78,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2013-03-06,5.2,3.1,4.3,2.9,-2.4,-0.5,-1.4,67.2,0,0,0,,0,0,72.7,39.3,62.9,1012.6,95.4,16,105.7,9.1,5,,2013-03-06T06:21:46,2013-03-06T17:53:14,0.82,Overcast,Cloudy skies throughout the day.,cloudy,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2013-03-07,3.1,0.9,2.1,-0.9,-3.8,-2.6,-1.8,75.7,4.041,100,37.5,"rain,snow",0.8,0.2,53,29.5,12.4,1016,99.9,11.1,125.5,10.7,5,,2013-03-07T06:20:10,2013-03-07T17:54:21,0.85,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow.,snow,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2013-03-08,5.8,-0.7,1.9,2.4,-6.1,-2.2,-1.5,79.4,12.293,100,62.5,"rain,snow",0.8,1.3,53.6,26.1,355.5,1017.8,99.1,7.5,68.6,5.9,2,,2013-03-08T06:18:34,2013-03-08T17:55:27,0.89,"Snow, Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,snow,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2013-03-09,12.7,2.3,7,12.7,-2,4.9,-6.4,40.6,0,0,0,,0,1.4,44.3,19.2,8.4,1023.8,5.9,16,233,20.1,8,,2013-03-09T06:16:58,2013-03-09T17:56:33,0.92,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2013-03-10,7.9,2,4.6,7.4,-0.3,2.7,-0.3,70.9,0,0,0,,0,0.4,,14.3,129.2,1027.5,18.4,16,238.6,19.8,8,,2013-03-10T07:15:21,2013-03-10T18:57:39,0.96,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2013-03-11,11,4,7.7,11,1.5,6.2,4.2,78.9,0,0,0,,0,0,35.3,25.9,167.5,1023,90.3,15.4,192.1,16.7,7,,2013-03-11T07:13:44,2013-03-11T18:58:45,0,Overcast,Cloudy skies throughout the day.,cloudy,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2013-03-12,13.6,7.5,10.2,13.6,4.1,8.6,7.8,85.5,20.097,100,62.5,rain,0,0,68.4,29.9,188.4,1011.6,92,11.2,39.6,3.4,2,,2013-03-12T07:12:07,2013-03-12T18:59:50,0.03,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2013-03-13,10.2,4.3,6.7,10.2,1,4.4,-2.6,53.7,0,0,0,,0,0,42.5,20.5,292.1,1010.6,34.4,16,220.3,19,8,,2013-03-13T07:10:29,2013-03-13T19:00:55,0.06,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2013-03-14,4.3,-1.7,1.6,0.3,-8.6,-3.5,-11.5,38.5,0,0,0,,0,0,55,31.4,303.8,1012.3,61.1,16,161.5,14,6,,2013-03-14T07:08:51,2013-03-14T19:02:00,0.09,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2013-03-15,8.1,-1,3.1,6.1,-5.9,-0.6,-8.6,42,0,0,0,,0,0,44.3,22.9,281.8,1011.2,57.9,16,155.9,13.4,8,,2013-03-15T07:07:12,2013-03-15T19:03:05,0.12,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2013-03-16,5.8,0.8,2.2,2.7,-2.7,-0.1,-4.2,64.7,2.933,100,25,"rain,snow",0,0,37.1,19.9,355.3,1009.9,71.1,12.2,136.1,11.9,6,,2013-03-16T07:05:34,2013-03-16T19:04:10,0.16,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,rain,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2013-03-17,3,-1.7,1,2.1,-7,-2.4,-8.2,52.5,0,0,0,,0,0,37.1,24.1,317.9,1019.1,26.8,15.9,151.3,13.2,6,,2013-03-17T07:03:55,2013-03-17T19:05:14,0.19,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KLGA,KNYC,72503014732"
