name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"New York City,USA",2013-11-19,10.8,3,6.8,10.8,0.2,3.5,-5.1,42.7,0,0,0,,0,0,55.4,38.9,315.7,1017.5,37.5,16,132.5,11.5,5,,2013-11-19T06:47:48,2013-11-19T16:34:47,0.57,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2013-11-20,6.8,0,3.1,6,-5.2,0,-9.2,41.6,0,0,0,,0,0,32.4,21.5,23.6,1033.2,15.3,16,117,10.1,5,,2013-11-20T06:48:57,2013-11-20T16:34:08,0.6,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2013-11-21,10.8,1.9,6.8,10.8,-0.9,5.3,-1.8,54.6,0,0,0,,0,0,,14.8,89.4,1034,57,16,113.3,9.8,5,,2013-11-21T06:50:06,2013-11-21T16:33:30,0.63,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2013-11-22,13.9,10.8,11.9,13.9,10.8,11.9,7.1,72.7,1.899,100,25,rain,0,0,,18.1,234.8,1020.2,84.4,14,50.7,4.3,3,,2013-11-22T06:51:14,2013-11-22T16:32:54,0.66,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2013-11-23,12,0.9,6.1,12,-6.7,2.5,-4.8,47.3,0.134,100,4.17,"rain,snow",0,0,59.8,46.4,305.4,1014.7,31.2,15.4,113.7,9.8,5,,2013-11-23T06:52:22,2013-11-23T16:32:21,0.7,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain or snow.,rain,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2013-11-24,-0.7,-4.8,-3.1,-6.1,-12.4,-9.8,-16,36.9,0,0,0,,0,0,66.2,41.4,304.9,1021.8,26.7,16,117.3,10.1,5,,2013-11-24T06:53:29,2013-11-24T16:31:49,0.73,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2013-11-25,1.8,-4.8,-1.7,0.8,-11.9,-6,-13.1,41.8,0,0,0,,0,0,40.7,24.1,269.2,1029.5,12.1,16,125.2,10.9,5,,2013-11-25T06:54:36,2013-11-25T16:31:20,0.75,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2013-11-26,6.8,0.9,2.9,4.1,-2.7,0.9,-5,59,8.683,100,37.5,rain,0,0,33.5,15.7,122.9,1023.6,88.6,12.7,24.4,2.2,1,,2013-11-26T06:55:42,2013-11-26T16:30:53,0.79,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2013-11-27,15.8,2,8.7,15.8,-2.6,6.4,5.7,81.6,52.923,100,66.67,rain,0,0,57.2,35.3,280,998.2,99.5,10.2,23.4,2.1,2,,2013-11-27T06:56:47,2013-11-27T16:30:28,0.83,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2013-11-28,1.9,-1,0.2,0.2,-6.6,-4.2,-11.7,40.9,0,0,0,,0,0,54.3,33.9,299.1,1022.1,46,16,123,10.6,5,,2013-11-28T06:57:52,2013-11-28T16:30:05,0.86,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2013-11-29,3.1,-0.8,1,3.1,-4.8,-1.2,-9.6,45.4,0,0,0,,0,0,25.9,16.8,327.7,1035.5,52.6,16,109.7,9.4,5,,2013-11-29T06:58:55,2013-11-29T16:29:45,0.89,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2013-11-30,3.1,-4,0.1,2.3,-8.5,-2.8,-8.8,52.1,0,0,0,,0,0,,15.5,52.9,1037.8,36.9,16,108.5,9.4,5,,2013-11-30T06:59:58,2013-11-30T16:29:26,0.92,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2013-12-01,9.1,2.3,6.3,9.1,-0.5,5.8,-1.7,57.6,0,0,0,,0,0,,9.8,312.4,1021.6,78.3,16,91.9,8.1,4,,2013-12-01T07:00:59,2013-12-01T16:29:10,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2013-12-02,8.6,5,6.7,8.6,3.3,5.7,1.1,67.9,0,0,0,,0,0,,10.8,43.1,1014.2,67.8,12.5,107.8,9.3,5,,2013-12-02T07:02:00,2013-12-02T16:28:57,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2013-12-03,11.8,3.6,7.2,11.8,1.9,6.5,1.2,67.1,0,0,0,,0,0,,9.8,350.7,1013.2,29.9,11.7,97.6,8.4,5,,2013-12-03T07:03:00,2013-12-03T16:28:45,0.02,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2013-12-04,10.5,5,7.7,10.5,3.6,6.9,1.8,66.6,0,0,0,,0,0,33.5,9,51.7,1018.9,57,10.4,93.9,8.1,4,,2013-12-04T07:03:58,2013-12-04T16:28:36,0.06,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2013-12-05,15.1,8.8,11.9,15.1,7.2,11.6,9.4,85.3,0.267,100,8.33,rain,0,0,,11.2,107.2,1017.4,100,7.3,52,4.4,2,,2013-12-05T07:04:55,2013-12-05T16:28:29,0.09,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,rain,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2013-12-06,15,2.9,9.3,15,-1.3,7.6,7,85.7,16.776,100,70.83,rain,0,0,37.1,24.1,20.4,1015.9,100,9.2,45.2,3.8,2,,2013-12-06T07:05:51,2013-12-06T16:28:25,0.13,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2013-12-07,4.7,0.9,2.8,2,-3.2,-0.4,-4,62.9,5.52,100,20.83,rain,0,0,33.5,18.4,332.6,1026,55.6,15.1,85.2,7.5,4,,2013-12-07T07:06:46,2013-12-07T16:28:23,0.16,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2013-12-08,0.8,-1.7,-0.6,-1.1,-6.6,-4.2,-8,58.8,1.206,100,12.5,"rain,snow",0,0,27.7,17.9,33.2,1033.7,62.5,13.1,33,2.8,2,,2013-12-08T07:07:40,2013-12-08T16:28:23,0.2,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,rain,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2013-12-09,3.9,0,2.1,2.9,-5.1,-1.4,0.2,87.2,7.875,100,41.67,"rain,snow",0,0,48.2,24.2,40.9,1019.5,87.1,7.5,40.9,3.5,2,,2013-12-09T07:08:31,2013-12-09T16:28:25,0.25,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow clearing later.,rain,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2013-12-10,3.2,-1,1.4,2.7,-6,-2,-2.7,74.9,5.797,100,20.83,"rain,snow",0,0,42.5,20.4,271.9,1014.9,52.6,11,40.4,3.4,2,,2013-12-10T07:09:22,2013-12-10T16:28:30,0.27,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow in the morning and afternoon.,rain,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2013-12-11,0.8,-3,-1,-2.2,-8.6,-5.9,-10.7,48,0,0,0,,0.1,0.1,44.3,27.7,259.2,1023.9,10.9,16,114.3,9.7,5,,2013-12-11T07:10:11,2013-12-11T16:28:37,0.3,Clear,Clear conditions throughout the day.,snow,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2013-12-12,-1.1,-5,-3.4,-5.5,-11.3,-8.7,-14.3,43.1,0,0,0,,0,0,48.2,25.9,297.1,1024.9,13.2,16,86.8,7.6,4,,2013-12-12T07:10:58,2013-12-12T16:28:46,0.34,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2013-12-13,1.8,-4.8,-1.3,1.2,-10.1,-5.4,-12.8,41.4,0,0,0,,0,0,50,33.5,269.3,1022.2,34.1,16,102.6,8.8,5,,2013-12-13T07:11:44,2013-12-13T16:28:58,0.37,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2013-12-14,1,-5.4,-2.8,-1.2,-12.5,-8.3,-7.1,73.4,13.129,100,62.5,"rain,snow",1.7,0.5,48.9,30.7,61.5,1026.8,88.5,6.8,29.2,2.4,2,,2013-12-14T07:12:28,2013-12-14T16:29:12,0.41,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,snow,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2013-12-15,3.9,-0.9,1.7,0.7,-5.7,-2.5,-2.6,74.4,22.133,100,29.17,"rain,snow",1,2.1,45.6,31.5,314.9,1004.2,92.9,12.6,95.5,8.2,4,,2013-12-15T07:13:11,2013-12-15T16:29:28,0.44,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow clearing later.,snow,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2013-12-16,0.8,-3.2,-1.7,-3.1,-9.2,-6.3,-11.9,45.7,0,0,0,,0,1.7,42.5,25.3,283.8,1017.5,27,16,110.8,9.6,5,,2013-12-16T07:13:51,2013-12-16T16:29:46,0.48,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2013-12-17,-0.2,-4,-2.9,-3.1,-9.3,-6.7,-7.7,71.1,4.72,100,37.5,"rain,snow",0.5,1.9,,18.9,46.2,1018.5,90.9,9.9,27.5,2.4,1,,2013-12-17T07:14:30,2013-12-17T16:30:07,0.5,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow in the morning and afternoon.,snow,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2013-12-18,2.9,-4.8,-0.8,-0.6,-9.7,-4.9,-7.7,61,0,0,0,,0.5,2.5,44.3,25.9,291.3,1017.2,38.2,15.6,96.6,8.4,4,,2013-12-18T07:15:07,2013-12-18T16:30:29,0.54,Partially cloudy,Becoming cloudy in the afternoon.,snow,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2013-12-19,7.6,-0.9,3.5,7,-4.7,0.9,-5.5,51.9,0,0,0,,0,2.3,42.5,15.7,240.3,1019.8,17,15.5,86.2,7.5,4,,2013-12-19T07:15:42,2013-12-19T16:30:54,0.58,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2013-12-20,11.6,5.8,8.7,11.6,4.7,8.2,-1.1,50.9,0,0,0,,0,1.8,37.1,20.5,232.9,1017.1,38.1,16,71.2,6.1,4,,2013-12-20T07:16:15,2013-12-20T16:31:21,0.61,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2013-12-21,16.6,11,13.6,16.6,11,13.6,8,69.1,0.22,100,4.17,rain,0,0.8,42.5,18,231.2,1014.2,38.9,15.7,97.7,8.5,4,,2013-12-21T07:16:46,2013-12-21T16:31:50,0.64,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2013-12-22,21,15.6,17.9,21,15.6,17.9,12.7,72,0.047,100,4.17,rain,0,0.2,37.6,20.8,209.3,1012,71.2,15.8,79.8,6.8,4,,2013-12-22T07:17:16,2013-12-22T16:32:21,0.68,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2013-12-23,17.7,6,13.3,17.7,2.8,13.1,10.5,83.1,13.494,100,62.5,rain,0,0,40.7,23.4,301.8,1015.6,90.4,11.9,17,1.5,1,,2013-12-23T07:17:43,2013-12-23T16:32:55,0.71,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2013-12-24,5.8,-2,2.3,3.2,-8.5,-1.6,-6.6,52.3,0,0,0,,0,0,48.2,31.5,329,1021.5,50.5,16,86.9,7.3,5,,2013-12-24T07:18:08,2013-12-24T16:33:30,0.74,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2013-12-25,-1.1,-7,-4.1,-2.3,-14.8,-7.7,-14.4,44.9,0,0,0,,0,0,48.9,25.1,322.9,1031.6,24.3,16,107.9,9.2,5,,2013-12-25T07:18:31,2013-12-25T16:34:07,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2013-12-26,1.9,-1.1,0.5,0,-4.5,-2.5,-6.5,59.4,0,0,0,,0,0,37.1,22.3,271.3,1025.4,61.3,16,81.6,6.9,3,,2013-12-26T07:18:52,2013-12-26T16:34:46,0.81,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2013-12-27,4.1,0.2,2.1,0.5,-4.1,-1.3,-7.5,49.4,0,0,0,,0,0,46.4,29.5,274.3,1026.4,29.6,16,109.2,9.4,5,,2013-12-27T07:19:10,2013-12-27T16:35:27,0.84,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2013-12-28,12.9,2.7,7.1,12.9,-1,5.1,-5.2,42,0,0,0,,0,0,40.6,23.2,237.2,1021.5,18.3,16,106.5,9.3,4,,2013-12-28T07:19:27,2013-12-28T16:36:10,0.88,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2013-12-29,8.9,5,6.9,8.6,1.4,4.9,0.1,65.4,30.485,100,29.17,rain,0,0,44.3,20.5,326.2,1009.4,67.9,12,15.6,1.2,1,,2013-12-29T07:19:41,2013-12-29T16:36:55,0.91,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2013-12-30,6.8,-4.1,2.9,4.6,-8.8,-0.6,-4.2,60.6,0,0,0,,0,0,44.3,35.3,305.7,1014.5,41.1,16,63.6,5.6,3,,2013-12-30T07:19:53,2013-12-30T16:37:41,0.94,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2013-12-31,0,-5.9,-3.2,-3.2,-11.6,-6.8,-12.1,50.6,0,0,0,,0,0,44.9,22,289.3,1021,48,15.8,104.2,9.1,5,,2013-12-31T07:20:03,2013-12-31T16:38:29,0.97,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KLGA,KNYC,72503014732"
